Title,Source,PublishedAt,Description,URL,RegionSource,TaxonomyCode,RiskCategory,AffectedSupplier,ImpactedLocation,EstimatedSeverity
UAW Local 952 to postpone start of bargaining until early November,fox23.com,2025-10-21 07:00:00,UAW Local 952 to postpone start of bargaining until early November  fox23.com,https://news.google.com/rss/articles/CBMi8wFBVV95cUxNMFBFU0xnOW5qMURvRG5SZFBicllNejFVNFVNOHN3cGllV1JZZkVJU3I1UW82UEpYZHZ5OEpLdHU0VUxETE9NTE9jdFpXZlhMMUdpZmZXTk1Fcmw0eUNqcUZwMnN3WFVZbnl1enVKSWFaWkJyOTh2ZXR1SllScjJ3cURPV0hMQ1lpWmlWVlpWNUlxN3pEYWg2SjFFZFNXWUdKb01Ld2J6SVJVSDhZbkZOTktZQmg0TDhVbkpURVh2Z3I1UEhiZ2VWamJZZ0VvYzZ1N0RpNXZuUEFPeFoyZzJ1N2JCNG1Sck9hdWh0TkVEc29CdlU?oc=5,United States (EN),MP,"Manufacturing & Production (Autoclave downtime, kiln shutdowns, factory floor capacity constraints)",Undetermined Supplier,"Toulouse, FR",2.5
GE Aerospace reaches five-year labor deal with 600 striking UAW workers,Reuters,2025-09-19 07:00:00,GE Aerospace reaches five-year labor deal with 600 striking UAW workers  Reuters,https://news.google.com/rss/articles/CBMiygFBVV95cUxQTW4wYm0xN2kyaGNFc2N3NFFoWG93SnhuYk5iai1BT2pzdHhRWFFUUGlHSWNBYk1hMU9kSHdLTElYS0IxYWtqck84QmloT183cFRXbmFkVW1Gd0RsNjlCaENpSklnaHB1a1dlZmhGdjhtcnBKZjRQWDVjUzAxRkpZV2FsaGRXNm1lRlhObDZfNExucFlxamxBR3FwUmNQYUQ4VTJVVzZaWFpTUHNmemlHNTVib3ZiQk05Y3NnTDhRX19fQlNkdld2VGxR?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",GE Aerospace,"Evendale, OH, US",2.5
Union representing GE Aerospace employees on strike files unfair labor charges,The Business Journals,2025-09-05 07:00:00,Union representing GE Aerospace employees on strike files unfair labor charges  The Business Journals,https://news.google.com/rss/articles/CBMipgFBVV95cUxNQUdLTEUzbjhGOUNmTzdMN29zaEotZXQxQVlHa1R2S0RsM0UxeXd4SHF1TTVnSjFpVVZNNmVsamw5eDhVNmlHVHB5S1RvY1hRQkZkUmpDVnotMWJDY0o5N2ZsczBzeEFKTDRqSnV2NzFoYi0tVHRZYVdzN1VjUjlZY0hIaV9waFdlMHlpMkMtTXNSdi1sTW9ObmpRemVjQWlqRlBmSlFB?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",GE Aerospace,"Evendale, OH, US",5.0
Strike at GE Aerospace: Workers protest against healthcare costs.,Haber Aero,2025-08-29 07:00:00,Strike at GE Aerospace: Workers protest against healthcare costs.  Haber Aero,https://news.google.com/rss/articles/CBMioAFBVV95cUxQX1RsUWFIWndRNmJQY2xyMzZUV1JJQjRLd0Ffank5U0VoaVl2M3ZMY18yV2xTQXBQckg0S2h5MTlIUm1FOWxnMmxrSUlpa3NYQm9fNUtwbHVIUGxUNHRLUEZodTlwemgtclhUcmtXd1drU0lDbEszbW5sQ0JpQ2loZHhURkRaOVM4U0NGaGtOTnFGZDh3MHdpV0VUejdtSjRW?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",GE Aerospace,"Evendale, OH, US",5.0
"GE Aerospace releases statement, shares offer summary as UAW strike hits day 5",WLWT,2025-09-01 07:00:00,"GE Aerospace releases statement, shares offer summary as UAW strike hits day 5  WLWT",https://news.google.com/rss/articles/CBMimAFBVV95cUxQRGRWVXp1b202VnNzdHk1UUlUT2dMV2ROclJ5ZzREdFZ6SmM3SHNPS1dDM1VZLXY3MWo1SXN0VHFTYVNqRF9sclZMbXpVUFJMdEhxcDNCd1o3d1pxUGRiTDZHMDRqemotZ1JQMU9VbVplQzlQdjJDdGJ0WmtjNHcxcW12UWhaeHhpWmZzRzNLUEFKYmZWZ21SRw?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",GE Aerospace,"Evendale, OH, US",5.0
GE Aerospace and UAW Strike a Deal,Advanced Manufacturing,2025-09-24 07:00:00,GE Aerospace and UAW Strike a Deal  Advanced Manufacturing,https://news.google.com/rss/articles/CBMi4AFBVV95cUxPVUxZS2t1UnpuUS1ENGdFcFpvY0c2WDYwano2ZjJkWUctM01Nem1IQk1vT3hiZ2M3YXh0NFFXTExXX3VyYlVBSHhka2sxOGVSeWRCei1DcTY0QW02Qld4UTdpZ2ZKUjAtUUZxelkzR3V2VDNkYUxKRlZ6THdndDRMU0ZJejB1VnJzc0VKQUhDTk41WHh1d2tQbDZWMExQR3FBM1NLOV9Kdnh0R2JKMExXZnRfV2pqMEctYm8tNWRqRmZVbFczZlp3dG5nWm1GLVZHT2RCdzgzYjI5Vzl5cHl1eA?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",GE Aerospace,"Evendale, OH, US",5.0
"GE Aerospace, UAW reach agreement on new 5-year contracts, ending strike",WLWT,2025-09-19 07:00:00,"GE Aerospace, UAW reach agreement on new 5-year contracts, ending strike  WLWT",https://news.google.com/rss/articles/CBMihwFBVV95cUxNUThmaGE1Q2ZBV0Rxamd2aUpDLTFnLURsVGYwSWRxcExmTlZJZ0pLZm4xcW5ObkNMSHUwMEpHUFJFaUFVLVltakk1VHhlZV9mNFNoT0lxRU1MTUU2MU9pTGc5Tk94Tml1b3hSQXBRUEhJeTlXbEgyejhCWlFxWlJMSDlFeTV6MU0?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",GE Aerospace,"Evendale, OH, US",5.0
GE Aerospace workers reach deal with bosses following 2 weeks of strikes,AeroTime,2025-09-14 07:00:00,GE Aerospace workers reach deal with bosses following 2 weeks of strikes  AeroTime,https://news.google.com/rss/articles/CBMickFVX3lxTE9fVmtVejRlT0d5UjFWUTZISUFjUmZwcTROdGZIZ0ZwSVcwUG9hc3dxb283SldFaUVEOHdQSlZFd0ZCY1RfT2VBVHVqVlBkY28yREQzRU9OdUZvSllveC1jMFRyT1dNdERlbGpkM3h6OWhFQdIBd0FVX3lxTE9fcXZXWktGdzh2WW9zTHZNdWFGTTBnWGh6dXpfdUVOQmRhOGtLQlhuM2lmVmZqLTJCVzV6YmhtUFhIM0VxR3pHWUxwSnZYdll3MHZmR2RLeWlnU3hIeE5GV1V1dHhCUHNmRldJa1V2ZEJPN3lpNlFZ?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",GE Aerospace,"Evendale, OH, US",5.0
UAW president stops in Cincinnati as GE Aerospace union workers approve strike,WLWT,2025-08-26 07:00:00,UAW president stops in Cincinnati as GE Aerospace union workers approve strike  WLWT,https://news.google.com/rss/articles/CBMijwFBVV95cUxPck1BZ3F5RWFTTEtWYXBndUxscUxtdDlPN2RZRGJ3NF81QTh4TzlTMUp5T1JSSUlYZUZXWW1Ia1VrMy1TZlNGanJZTDNYWl8yNzNrYzh3ejhOcE5ZNHZUZ1Z1NFE3bWZEVFRVZnkxUHBfakVreWRyZUYyczVSNGhhaXVHM0lQQ0Rnb3poNGZFaw?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",GE Aerospace,"Evendale, OH, US",5.0
Over 600 UAW workers at two GE Aerospace facilities go on strike,Reuters,2025-08-28 07:00:00,Over 600 UAW workers at two GE Aerospace facilities go on strike  Reuters,https://news.google.com/rss/articles/CBMiuAFBVV95cUxNYzlISnpBUWFPU21ZMnlGUkVQWDFHT2hGY1BzU2otU2NZaHdtMkdPZzg0M0J4Rl9zdFItNDBzQjZqSS1lbWR6R2hMOTltRkUwSWZFRHBrT3BOakpZS1JQWjJzYnZ6T1ZOR0xjMzFRQTNBNGZXUDZROXZjUXdJWXl5dlZRMEY0U0NEcU1Jd3ZfTlVybUgxU1lzbk8zamtCWWJaTUdwQUlnaUlLd0Q0X1hjTGw3WlBZNzZx?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",GE Aerospace,"Evendale, OH, US",5.0
UAW wins tentative contract with GE Aerospace,People's World,2025-09-17 07:00:00,UAW wins tentative contract with GE Aerospace  People's World,https://news.google.com/rss/articles/CBMiiwFBVV95cUxPNndEVFlkLTJnUDlHNExlWmdld1VpU3RwRE1OUFVzcWwxdXRqV2ZwLXF0ZGdibGo1YlUxa1RiOHRSXzZWblE3eFNaZ2dJc0l0eGpxRmN4S1dKdVVnT3J5V3ZLaEMtUl9SazhTTzNaZU50SEtwZFFCQjBIanVYREZXelBYSHJvTks1NkZn?oc=5,United States (EN),CS,"Cyber & IT Security (Ransomware attacks, IT/system outages, data breaches at key suppliers)",GE Aerospace,"Evendale, OH, US",2.5
GE Aerospace's UAW workers rally ahead of potential strike approval,WVXU,2025-08-21 07:00:00,GE Aerospace's UAW workers rally ahead of potential strike approval  WVXU,https://news.google.com/rss/articles/CBMijgFBVV95cUxNTHV1VnozdFY5VnJrSmVxY2psSUF4Xy1Ud3FQcGt6VEpmQnMxSElwaXIybklmVkUwNV9HVmZ5TEI0YTQ2V1cyOHY5MHlNT011MEFiT1VKU19Pb0hsSnRlQ09pTWo1Nmt1NExKbW1zVS1HUlNsUUtVRXhENUNSSWFwTDNGeUpfZDVPSjVtSmt3?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",GE Aerospace,"Evendale, OH, US",5.0
GE Aerospace strike: What to know,Cincinnati Enquirer,2025-08-28 07:00:00,GE Aerospace strike: What to know  Cincinnati Enquirer,https://news.google.com/rss/articles/CBMixwFBVV95cUxNX0dCaEtnTkZkenVxc05sVUd4Q3lKZF9MUkpkU2VyaUVROERmd0hxOXBWYllpeFR6M0RHUU84MGYzeW1QeVBHWGk0WEhZUExoVUJwZlloZ0MxSTFZWGJ1MnhnTWxWWk5ZbHJjQlJ1UGlkT2JCYWxXY0g5Q2RxbUY1Q0JpbUtkM1pqSEIta01fNGtHVFRqM2hjbzhFcms4NnFBb19faHlGT1hPbGI0dGt1YzRMUXBVVTk4RkhDRGo3UGlHRk40V1Rz?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",GE Aerospace,"Evendale, OH, US",5.0
"UAW, GE Aerospace reach tentative deal after strike at Ohio and Kentucky plants",CBT News,2025-09-15 07:00:00,"UAW, GE Aerospace reach tentative deal after strike at Ohio and Kentucky plants  CBT News",https://news.google.com/rss/articles/CBMipgFBVV95cUxQbE85UlpnakVBR3AtZ3JtTFB5YmhRcG1SeFpmUkotX25TYURseFZZcWJQNDM5clEwZGFQZ2tpbml3ZU9kckxEa2xPdWhFcjJnU2g2YzlWcmYxVUZjeGVVbDczYWdvang4Q2hlNi1BTzQ2T2x5VUw4RkJKXzZBLThJaXRCZktlVVdDYmZ6LU5wQWpxVmlwZ1RRLXB3TEs4Y3RodFNBMHVR?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",GE Aerospace,"Evendale, OH, US",5.0
GE Aerospace Stock Falls After Labor Deal. A Boeing Staff Dispute Is Ongoing.,Barron's,2025-09-22 07:00:00,GE Aerospace Stock Falls After Labor Deal. A Boeing Staff Dispute Is Ongoing.  Barron's,https://news.google.com/rss/articles/CBMiggFBVV95cUxQMW9ReHl4VmVQakM1bUloNDFmV0FxVTFrbFh2WVo2RW5MQ05hQ1FxREhQV29nLWRQNDNmbzlnWURCRXpvUDk3bWxkVFdFX2lHQUY5SHc5Z0pxRDd2ZUNxREhTN0RXNHhSRHdaa0xVMUdwbm1NOHZ3dU9sYXlYdF9CMWhR?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",GE Aerospace,"Evendale, OH, US",2.5
Union president joins GE Aerospace workers on picket line amid ongoing strike,WLWT,2025-09-05 07:00:00,Union president joins GE Aerospace workers on picket line amid ongoing strike  WLWT,https://news.google.com/rss/articles/CBMimwFBVV95cUxNdG1QVGlCMk12cVRPSU44MEdFQWYxVU5GbGlBSWNDRVk3S19acUtuTUZ0a01YVzE5NjlpNW1YTXVsUjJERzNJTFVwVFVKVjV1bkpfdmZfU3dCQXZxMC1wRmJrMDc0ZzFTOFk5b0lsek80OGgzRnRvVXlHOWdIQlVtb1pOU1B3Q2VGTGNZWGhUVzlVMXE3T0VUTnRiOA?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",GE Aerospace,"Evendale, OH, US",5.0
GE Aerospace workers to vote on new offer,Manufacturing Dive,2025-08-28 07:00:00,GE Aerospace workers to vote on new offer  Manufacturing Dive,https://news.google.com/rss/articles/CBMiugFBVV95cUxPUWEtSWhYSXhveFUwem9nVEp1aWt3anI3X091VUZHeHRCcWRwUzlLemVlTDVyMEpvNnhWREh6bVBKX29sbUJHV1A2Y0dUVnNNZnRibllnYlFocEUtazNZR2ppV0liaEZWZWVXbHZJNktrcGZnNVJUREFWemlLS016ZDBNYzVzeURjb2ZxX3p2OFM0R1BjTlE0TFQ5NkVFNEI3cms3QzdPUDhBM1E1NloyYTJXWFliY1JGVnc?oc=5,United States (EN),MP,"Manufacturing & Production (Autoclave downtime, kiln shutdowns, factory floor capacity constraints)",GE Aerospace,"Evendale, OH, US",2.5
'Insulting offer' | GE Aerospace workers authorize strike action over benefits,HR Grapevine,2025-08-26 07:00:00,'Insulting offer' | GE Aerospace workers authorize strike action over benefits  HR Grapevine,https://news.google.com/rss/articles/CBMitwFBVV95cUxQb3VDZUctbDZLZm1zTTRKWlZzc1lvSnZkNEVQU0JyTEdTNmtiUUhJX2pQeENXOUhmaHFzS2puT3FqNEEwZkhEbDMtZ3plcm9vUmhYS3dick01RHlvUUtBQ2pzQkQ1eGVRVXpueUFWek1fMk9sU2Y5bUg0V0c4N0hMbmJ3LWhnWk1MVC03MldkNTFBZ0V2bXNXRHFWZHI3MngwUVVQYjY4NnpHeTYxdm4zZUdid0FsaWM?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",GE Aerospace,"Evendale, OH, US",5.0
GE Aerospace workers continue to hold the line one week after strike announcement,WLWT,2025-09-03 07:00:00,GE Aerospace workers continue to hold the line one week after strike announcement  WLWT,https://news.google.com/rss/articles/CBMiiwFBVV95cUxQLVUyRU5qTFVWZW1VTE5IeTl2VWE5UnFJLUYwVlMzZ0Q1dEJidnNKWFJEZHE0d2JPQXEzVEN3djc1bmFUNlhnT09PNzNTT091eTF0UlNma3JlYVItWTZ1THpaNlRPeWw3cjBLbjdwTmI4Z3ZIemlOdXRLWUFRQUVuOWhDZ3hjcWFRdVNn?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",GE Aerospace,"Evendale, OH, US",5.0
Hundreds of UAW workers continue strike outside GE Aerospace over contract disputes following expiration,FOX19 | Cincinnati,2025-08-28 07:00:00,Hundreds of UAW workers continue strike outside GE Aerospace over contract disputes following expiration  FOX19 | Cincinnati,https://news.google.com/rss/articles/CBMiyAFBVV95cUxOb2dKUVg2d1FpRHp0dDI1NU8tWU0ycDdTZGVOd2Nna2J6dFpiZnY2SlpZck0xTE1oQlA4VjB3NENXTkp1VWJQaEotMjJtZ0M2alRicnJaZUU5bjNSTHBRZnhFeDlVVXhNOFo1OTJHUUpBdjRyckt4bHNldnJHeVA3M25TQ1d1NlM2LVY3VGlvWS1uUTRmWXpqcjRPOVZ2VUdHVWdCbkIwT0dpRWRxcFNWOGRDQ1lKdjV2dnhmdEZiaEctaWhJVVJJcNIB3AFBVV95cUxQNVE0RXh0MmUxUW5seURMLUFWTy02bEo2anpyX2t0c0hJRW1ZM3pIdUlWTDBiM0Y0U1Qzdk5PODZzUy1sNmRwS2tCQUZIUTAyd29May1BQzExQU1iVzZQRmFVTEVEUmJsUm54b2czYjk0b0ZVZ2N6RzZGVnJ1cDFvQTM3bWJUcTJ4bnNQdmpKWkF5b2JQc1FBNVliQV9vbDlJUFNybHVXRC04WjlvTk94VXd4RVNFR2FSdkRFNHdybnVSZFFFQXRHcWpxWmZyM3M0M3BUb3V4Wm00ZVBY?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",GE Aerospace,"Evendale, OH, US",5.0
"UAW bureaucracy shuts down powerful GE Aerospace strike in Cincinnati, Ohio area",World Socialist Web Site,2025-09-21 07:00:00,"UAW bureaucracy shuts down powerful GE Aerospace strike in Cincinnati, Ohio area  World Socialist Web Site",https://news.google.com/rss/articles/CBMiaEFVX3lxTFAxVGtBMkZ2Q2VuT251dHFZR1g5UnY5Z3czYjU3LUxrQnk3VjNQa2RKVjg2ZHhucVNDT2VKZnQ0WE9FaW4zdlVHemtOYjN6V0NfWGtSZE9EUGduUWxYTVpiYnJxc0xSWDRI?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",GE Aerospace,"Evendale, OH, US",5.0
'We got to stand together' | Picketers mark first day of UAW strike at GE Aerospace,WCPO 9 Cincinnati,2025-08-28 08:59:47,'We got to stand together' | Picketers mark first day of UAW strike at GE Aerospace  WCPO 9 Cincinnati,https://news.google.com/rss/articles/CBMipAFBVV95cUxOaVNiRjFaS2NIRGp0UzQxNm1WVlkySlh3blE1WmcxOXA1Ulpxc2ZTeEp0bGhRaHlFbkF0NXdCdEtzU2xqQVFRZDlYVFA3TWJMdzc0S3pTUHA4MGR4WnJkVndqMXIxY1QtNHc3YVJDdnkwcXdibTNhZFNicVZ0aGQyekJndjM5UlBJUGVncmI1MjJvdFpuVXRFQ3ZIeTlvMEZMSW5yag?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",GE Aerospace,"Evendale, OH, US",5.0
UAW workers at GE Aerospace remain on strike,FOX19 | Cincinnati,2025-08-30 07:00:00,UAW workers at GE Aerospace remain on strike  FOX19 | Cincinnati,https://news.google.com/rss/articles/CBMihAFBVV95cUxQWFRoUk05WXBLcnRONEc2YkJmZVFuZEVRSk5nUjVLQk5EZzJtSjBRRUpkLUM5cGZTWmpaQXZvaGdWSDFOM3JUcDVPRWdpWS04d1dSaEVmQTFXcTc5eEM5RUFBWGRNMHdwUFdhN295N3RHNmpZZmxBeTc3TWdycTBOS2o4S0Q?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",GE Aerospace,"Evendale, OH, US",5.0
"GE Aerospace, UAW reach tentative agreement for hundreds of striking Cincinnati workers",The Business Journals,2025-09-13 07:00:00,"GE Aerospace, UAW reach tentative agreement for hundreds of striking Cincinnati workers  The Business Journals",https://news.google.com/rss/articles/CBMipwFBVV95cUxOQXhoRUpDeFBJWE43b1I0OENqOEcxcVlVeVFaeko2UGdJZGc2NjFyRDB3M1NXazl1dGdkRlctQzZZMVpnM3FZTk12cnBoSzBkNml5eWh2ZmQ0VGJ0S1FCNEJXT1B1QTIweDlNWjlZWTJQc1FQYS1aVWJBSnFjcWZxV0o3NHB2dFpTMkNLaWxtUmxrZ0FmSWswREl0ZWxtXzlaM0xVNGRFYw?oc=5,United States (EN),MP,"Manufacturing & Production (Autoclave downtime, kiln shutdowns, factory floor capacity constraints)",GE Aerospace,"Evendale, OH, US",2.5
"UAW members at GE Aerospace plants in Evendale, Erlanger vote for potential strike",WLWT,2025-08-25 07:00:00,"UAW members at GE Aerospace plants in Evendale, Erlanger vote for potential strike  WLWT",https://news.google.com/rss/articles/CBMilgFBVV95cUxOVEI1Vm9QRlMtY2NxWDNaamszbVRLMVpLbUN6VGI4SW93T1FUSjloVVB6dXNkM3VBWjNqb2c4X01lMVY3TEYxd2hieEp1MG9ndG42RFJKSnB3SWpFbzdabEhMdV9yVnJNVFc4TkpGZ180R29sZWx4OEFvRnUtQ3Y0VVd2RUd3Qk04QmppNG5Ka2w0bWNzSnc?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",GE Aerospace,"Evendale, OH, US",5.0
UAW employees to vote on tentative agreement with GE Aerospace Friday,WLWT,2025-09-18 07:00:00,UAW employees to vote on tentative agreement with GE Aerospace Friday  WLWT,https://news.google.com/rss/articles/CBMimAFBVV95cUxNa3A0OWRhNXlSbWI2TW1XeXdWNC0xVTlNaFhyakxkUU5JVmxqb1JOWGVMdVN5dWQwNGYtdVBGTW05YWRaa3FTU3pMdEY0ZW5tbC0yX3AwZHVqSjZzT0tLcHA3QnZ3QVpFdkFWVzM4czVXOUN3N0tDX0M4ZFVrSDhJWkpEX2M0cjdCbUJkcWdQS0l6WUg3X3RfTA?oc=5,United States (EN),CS,"Cyber & IT Security (Ransomware attacks, IT/system outages, data breaches at key suppliers)",GE Aerospace,"Evendale, OH, US",2.5
Wichita Spirit AeroSystems workers unconcerned about Boeing strikes,KAKE,2025-08-04 07:00:00,Wichita Spirit AeroSystems workers unconcerned about Boeing strikes  KAKE,https://news.google.com/rss/articles/CBMi2wFBVV95cUxPRG9TVjhLc1FyTXdlVkNkck4zWWdDWTl3UEJJZlVCSGFzYmRZcFJnR3lFRVRuZnJNcDlTem1mVXM0N1gybXdkUkRiOTZtU2FpY2VDbHcxQ0lXX3Z4bEVXTkw4eTRmWUZZY1VHUDltX0pKR21GaXR4aDQxaGl5aFdZaWR6UTVjX1lvd2Q1NDJSUHpkcW1MeHpZVS0xZVlUcWtRTkJYaW55MmVsRVpkbWdOVzIwdllkRzFYQjZjQWxOSTRPdUl6VGYzdmR4Q2pKSWQ1cXdCLWxyZU5uX2c?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",Spirit AeroSystems,"Wichita, KS, US",5.0
On Strike: UAW workers at GE Aerospace walk off job,FOX19 | Cincinnati,2025-08-28 07:00:00,On Strike: UAW workers at GE Aerospace walk off job  FOX19 | Cincinnati,https://news.google.com/rss/articles/CBMiiAFBVV95cUxPQ05HUm9FWE9URFlPYjN2WVd6azZRX1dYMnRaYXU5YUZCemxBTDR5TWRBSkdaVjJHakRJUnRnRFlULS1Rd1JkRFF5RENlS05fLU10M21Ha0pmRW9odjF5TFFHc3ZCTEVrSGlYMzhxVlFBTE9CS2pVV3dYVEdRbFBZVFI1UllpUEdV0gGcAUFVX3lxTE5OU0ZrOG15SUV5b0l0T09UWDRqN1k0MVZlSGdoMHl1UkVoSWd2NHplYWhFWTZ3cjJuQi1saEEzNjBjc2xYalVVeGVBcTRfREpDTnFLOWJqWGRPLThhRmhieS0xMUZfa0FsQnZPNXQtVmJlZFFBWHVfeGx2SFdtamp1d2toZmlkTHVzTkxCd0w0LUNPS2hxaUpiY1BGeA?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",GE Aerospace,"Evendale, OH, US",5.0
"UAW leadership: Union filing unfair labor practice charge against GE Aerospace, company denies allegation",WCPO 9 Cincinnati,2025-09-04 11:15:12,"UAW leadership: Union filing unfair labor practice charge against GE Aerospace, company denies allegation  WCPO 9 Cincinnati",https://news.google.com/rss/articles/CBMizAFBVV95cUxPa09mRkprUkhEV19sSWhqM1d1Y1JOaXBRYnBOMlpHUGdOTUtZYjFmZmZqR3Nuc3RJY09oaVZlYkRreXpUYVhKVTAtOElXQ3Q5U0hTSlBrZmwxWDl4RGR6MjVEb1lZVkJIU2lYU2ZheXhYZExZanNKVWhWdUFrcU13RTIweTI4WTg0d2RmenRKcFNTbHUtY2hybGhKbXYtdll3NkwzOUx3Mm1RQmpyOFZEZVE4el8wbE92czFXelN0R1hZR2RlQS0tNERtLTU?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",GE Aerospace,"Evendale, OH, US",2.5
UAW workers at GE Aerospace in Evendale and Erlanger begin strike,WLWT,2025-08-28 07:00:00,UAW workers at GE Aerospace in Evendale and Erlanger begin strike  WLWT,https://news.google.com/rss/articles/CBMikwFBVV95cUxOTV9ZeERiUy1xY191QVc5Z25ETDZaUDZmd0JJSHRNVmJSMWszQV95THN1LTNHM2RhQWxldWJtTjQzMlFuWUlSeTlXY1YwSDZyaV8tRktFREZnR003T196ZnlDLW90N2U1OGVESWI0dzVSZDhWX3pSQWhrN3BacG43R01iOFQ4WEdiVkZkT2F1dVdHcEk?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",GE Aerospace,"Evendale, OH, US",5.0
Hundreds of GE Aerospace workers walk off job over ‘insulting’ company offers,AeroTime,2025-08-28 07:00:00,Hundreds of GE Aerospace workers walk off job over ‘insulting’ company offers  AeroTime,https://news.google.com/rss/articles/CBMijAFBVV95cUxPZHNDaXpYQWk4YU9KcjhydWhNWURmYi1ncHVfTjNOTXNrWVFzT1Z1aEJoTEtRSGlfNk91bXZnS2JkRVh0MzV5VkJTZjdDMlMyX2ROWWRVRHJvbXVpN0syeU1zTFhpT01pVHp3ZTlPRmdGWm84em5SQ2t0Uk9RbWJiVjBRQmdyZkg1cTRsedIBkgFBVV95cUxNbGpMNEI1MHJUVlFvNjFNeFoweUM1ZFFTRG83OThnRzdBSTNvVzcxX0pTX0s2aGV1ZFhtdlV0aUdLeEdKUFdpYkM0N0JfNmVSbW5uN1pteC04VU56bWk4X2lHMEtjbU1ZMXFaTXY3UEp3d2VDazFPVk1MbXhsSmxKbHJpSFVldXM3RGZ4YjBHRmQzdw?oc=5,United States (EN),MP,"Manufacturing & Production (Autoclave downtime, kiln shutdowns, factory floor capacity constraints)",GE Aerospace,"Evendale, OH, US",2.5
"UAW workers strike approaching nearly 24 hours, plant operations continue",WLWT,2025-08-28 07:00:00,"UAW workers strike approaching nearly 24 hours, plant operations continue  WLWT",https://news.google.com/rss/articles/CBMikAFBVV95cUxONFFIcEJMVlpmdEZWWXM2Mm5CUXJVR2s0QmNCTVJ0cW45T3lpNXNfeF9OUHlFZHBzMURnbFNvVV9DVE1JaTNzRWJZd0Mtb3ZYc0ZsY01RVngtWjJPQmpNTjFCcWxMdHVRdktzZ1BpaGljczBnNGFyWlRCM01qNm95UnJFN2c4US1hRE9UUjJGX04?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",Undetermined Supplier,"Toulouse, FR",5.0
GE Aerospace workers across Greater Cincinnati vote to strike,The Business Journals,2025-08-25 07:00:00,GE Aerospace workers across Greater Cincinnati vote to strike  The Business Journals,https://news.google.com/rss/articles/CBMiqwFBVV95cUxPVVZZTWRlZmsxeTJsRVhtcEZma3lrTzBfV3ZMa0ZqRUxRNG5IQ1VSTC13Nm81U05kZ2Naam9ZdlBiWVNydjhDcTZ5OVV3VTlBX2NrUFhyd1R0V1JhTGxLaWx4azRqNndKN2lPV2tqQ0QxLV9XNFcxbWtLM1NBNlhYZG5DN2dqTmpnMFpoUXg4aEZIbWROYXlMeTZUVno4Y241eUIwXzRqSm9fNUU?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",GE Aerospace,"Evendale, OH, US",5.0
